unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year,is_annual_total,source_pdf
CMP,0.0,7,7,9,0.0,34,3,1,15,36,100,5,0,133,0,138,350.0,June,2025,False,crime-statistics-jun-2025.pdf
KMP,0.0,4,3,1,0.0,14,0,1,8,14,35,7,1,51,2,61,141.0,June,2025,False,crime-statistics-jun-2025.pdf
RMP,0.0,7,0,0,0.0,19,3,0,3,14,63,0,0,57,1,58,167.0,June,2025,False,crime-statistics-jun-2025.pdf
BMP,0.0,2,2,0,1.0,15,1,1,2,5,48,0,0,38,0,38,115.0,June,2025,False,crime-statistics-jun-2025.pdf
SMP,0.0,2,2,5,0.0,12,0,0,4,5,50,1,1,25,4,31,111.0,June,2025,False,crime-statistics-jun-2025.pdf
RPMP,0.0,1,2,0,2.0,11,2,0,0,7,28,4,0,20,0,24,77.0,June,2025,False,crime-statistics-jun-2025.pdf
GMP,1.0,5,8,0,0.0,24,6,3,7,12,76,1,1,57,0,59,201.0,June,2025,False,crime-statistics-jun-2025.pdf
Dhaka Range,22.0,37,82,9,0.0,318,17,8,50,104,1233,36,3,711,5,755,2635.0,June,2025,False,crime-statistics-jun-2025.pdf
Mymensingh Range,1.0,6,19,5,0.0,133,2,1,8,39,536,6,0,276,36,318,1068.0,June,2025,False,crime-statistics-jun-2025.pdf
Chittagong Range,8.0,13,53,11,1.0,246,10,9,43,98,1118,41,2,718,31,792,2402.0,June,2025,False,crime-statistics-jun-2025.pdf
Sylhet Range,2.0,4,20,3,0.0,92,2,5,5,52,371,2,0,114,26,142,698.0,June,2025,False,crime-statistics-jun-2025.pdf
Khulna Range,5.0,9,28,9,0.0,156,6,4,19,61,651,19,4,393,16,432,1380.0,June,2025,False,crime-statistics-jun-2025.pdf
Barishal Range,1.0,3,7,4,0.0,169,2,2,12,36,552,2,1,134,0,137,925.0,June,2025,False,crime-statistics-jun-2025.pdf
Rajshahi Range,3.0,11,38,0,0.0,230,4,3,8,56,890,28,12,441,12,493,1736.0,June,2025,False,crime-statistics-jun-2025.pdf
Rangpur Range,2.0,3,23,0,0.0,290,2,0,5,77,836,5,0,399,3,407,1645.0,June,2025,False,crime-statistics-jun-2025.pdf
Railway Range,0.0,5,1,0,0.0,2,0,0,0,16,8,1,0,26,1,28,60.0,June,2025,False,crime-statistics-jun-2025.pdf
Total,49.0,151,344,64,8.0,1933,80,44,244,722,7051,203,29,4098,147,4477,15167.0,June,2025,False,crime-statistics-jun-2025.pdf
DMP,5.0,40,32,12,6.0,183,25,9,50,128,630,44,2,546,21,613,1733.0,May,2025,False,crime-statistics-may-2025.pdf
CMP,0.0,8,6,14,0.0,47,0,4,8,30,150,5,0,130,6,141,408.0,May,2025,False,crime-statistics-may-2025.pdf
KMP,1.0,5,5,2,0.0,15,0,1,5,5,43,1,0,92,0,93,175.0,May,2025,False,crime-statistics-may-2025.pdf
RMP,1.0,5,0,0,0.0,12,2,0,3,13,72,1,2,90,2,95,203.0,May,2025,False,crime-statistics-may-2025.pdf
BMP,1.0,0,4,1,1.0,27,1,1,5,11,51,0,0,37,0,37,140.0,May,2025,False,crime-statistics-may-2025.pdf
SMP,0.0,1,1,2,0.0,12,0,1,3,14,51,3,3,34,9,49,134.0,May,2025,False,crime-statistics-may-2025.pdf
RPMP,1.0,1,1,0,0.0,12,0,0,0,7,44,0,0,20,0,20,86.0,May,2025,False,crime-statistics-may-2025.pdf
GMP,2.0,9,7,0,0.0,33,5,0,2,14,121,5,2,70,0,77,270.0,May,2025,False,crime-statistics-may-2025.pdf
Dhaka Range,24.0,39,94,9,0.0,375,15,16,45,121,1197,48,6,753,2,809,2744.0,May,2025,False,crime-statistics-may-2025.pdf
Mymensingh Range,2.0,3,17,3,0.0,123,1,2,5,47,428,1,0,257,45,303,934.0,May,2025,False,crime-statistics-may-2025.pdf
Chittagong Range,12.0,20,55,8,1.0,242,9,11,53,85,1218,51,2,766,41,860,2574.0,May,2025,False,crime-statistics-may-2025.pdf
Sylhet Range,1.0,5,21,5,0.0,99,3,2,7,56,430,2,0,152,22,176,805.0,May,2025,False,crime-statistics-may-2025.pdf
Khulna Range,6.0,8,36,8,0.0,192,0,8,13,78,709,22,5,402,9,438,1496.0,May,2025,False,crime-statistics-may-2025.pdf
Barishal Range,6.0,5,12,12,0.0,181,5,3,16,27,550,4,0,159,0,163,980.0,May,2025,False,crime-statistics-may-2025.pdf
Rajshahi Range,3.0,11,29,4,0.0,298,10,2,7,70,805,9,11,519,12,551,1790.0,May,2025,False,crime-statistics-may-2025.pdf
Rangpur Range,2.0,4,20,0,0.0,236,6,2,7,46,780,2,0,377,11,390,1493.0,May,2025,False,crime-statistics-may-2025.pdf
Railway Range,0.0,13,1,0,0.0,0,0,0,0,13,12,0,0,39,2,41,80.0,May,2025,False,crime-statistics-may-2025.pdf
Total,67.0,177,341,80,8.0,2087,82,62,229,765,7291,198,33,4443,182,4856,16045.0,May,2025,False,crime-statistics-may-2025.pdf
DMP,7.0,37,29,12,1.0,191,19,7,48,118,540,5,6,503,24,538,1547.0,April,2025,False,crime-statistics-april-2025.pdf
CMP,0.0,3,11,8,0.0,51,3,3,16,27,148,5,0,120,5,130,400.0,April,2025,False,crime-statistics-april-2025.pdf
KMP,0.0,0,2,2,0.0,15,1,1,7,16,52,5,0,54,0,59,155.0,April,2025,False,crime-statistics-april-2025.pdf
RMP,0.0,2,2,1,0.0,21,0,1,4,13,58,0,0,72,0,72,174.0,April,2025,False,crime-statistics-april-2025.pdf
BMP,0.0,1,3,1,0.0,27,0,1,2,4,62,1,0,37,0,38,139.0,April,2025,False,crime-statistics-april-2025.pdf
SMP,0.0,0,3,0,0.0,11,0,1,6,8,56,0,3,35,14,52,137.0,April,2025,False,crime-statistics-april-2025.pdf
RPMP,0.0,0,0,0,0.0,16,0,0,0,6,33,0,0,14,0,14,69.0,April,2025,False,crime-statistics-april-2025.pdf
GMP,4.0,9,8,0,0.0,33,2,1,4,9,99,2,1,64,1,68,237.0,April,2025,False,crime-statistics-april-2025.pdf
Dhaka Range,11.0,28,74,6,0.0,345,19,12,52,96,1388,18,7,674,0,699,2730.0,April,2025,False,crime-statistics-april-2025.pdf
Mymensingh Range,0.0,7,21,6,0.0,120,2,1,4,37,512,4,0,293,42,339,1049.0,April,2025,False,crime-statistics-april-2025.pdf
Chittagong Range,8.0,19,66,15,2.0,278,15,7,39,98,1298,48,2,704,27,781,2626.0,April,2025,False,crime-statistics-april-2025.pdf
Sylhet Range,3.0,6,20,0,0.0,97,1,3,3,38,420,5,1,165,18,189,780.0,April,2025,False,crime-statistics-april-2025.pdf
Khulna Range,0.0,16,32,14,0.0,207,6,2,11,64,851,22,5,438,8,473,1676.0,April,2025,False,crime-statistics-april-2025.pdf
Barishal Range,6.0,2,15,11,0.0,197,3,2,14,28,579,3,0,154,0,157,1014.0,April,2025,False,crime-statistics-april-2025.pdf
Rajshahi Range,7.0,11,35,11,0.0,265,10,9,5,84,919,20,10,606,3,639,1995.0,April,2025,False,crime-statistics-april-2025.pdf
Rangpur Range,0.0,4,13,1,0.0,213,7,1,4,60,837,1,0,432,10,443,1583.0,April,2025,False,crime-statistics-april-2025.pdf
Railway Range,0.0,4,2,0,0.0,2,0,0,0,9,10,1,0,27,2,30,57.0,April,2025,False,crime-statistics-april-2025.pdf
Total,46.0,149,336,88,3.0,2089,88,52,219,715,7862,140,35,4392,154,4721,16368.0,April,2025,False,crime-statistics-april-2025.pdf
DMP,3.0,38,33,12,15.0,162,19,23,43,137,699,20,2,538,10,570,1754.0,March,2025,False,crime-statistics-march-2025.pdf
CMP,1.0,4,7,8,0.0,46,8,4,8,17,185,6,1,140,2,149,437.0,March,2025,False,crime-statistics-march-2025.pdf
KMP,0.0,5,1,3,0.0,14,1,3,5,20,53,4,0,61,0,65,170.0,March,2025,False,crime-statistics-march-2025.pdf
RMP,0.0,1,3,1,1.0,19,3,2,3,4,45,1,4,48,0,53,135.0,March,2025,False,crime-statistics-march-2025.pdf
BMP,0.0,0,4,1,0.0,24,0,3,3,3,43,1,0,28,0,29,110.0,March,2025,False,crime-statistics-march-2025.pdf
SMP,0.0,3,0,7,0.0,14,2,3,1,6,73,1,1,29,25,56,165.0,March,2025,False,crime-statistics-march-2025.pdf
RPMP,0.0,1,0,1,0.0,10,1,0,0,6,27,2,0,21,0,23,69.0,March,2025,False,crime-statistics-march-2025.pdf
GMP,1.0,5,5,2,0.0,41,0,1,4,13,94,2,1,74,1,78,244.0,March,2025,False,crime-statistics-march-2025.pdf
Dhaka Range,21.0,42,66,4,0.0,375,10,22,43,144,1325,17,1,620,1,639,2691.0,March,2025,False,crime-statistics-march-2025.pdf
Mymensingh Range,2.0,7,22,5,0.0,132,2,2,9,39,498,0,1,223,67,291,1009.0,March,2025,False,crime-statistics-march-2025.pdf
Chittagong Range,13.0,25,65,16,0.0,249,20,11,39,128,1185,49,4,724,28,805,2556.0,March,2025,False,crime-statistics-march-2025.pdf
Sylhet Range,3.0,5,13,1,0.0,97,0,13,5,50,541,3,0,142,28,173,901.0,March,2025,False,crime-statistics-march-2025.pdf
Khulna Range,2.0,11,36,12,0.0,218,2,2,16,81,772,15,2,366,16,399,1551.0,March,2025,False,crime-statistics-march-2025.pdf
Barishal Range,5.0,1,14,12,0.0,164,2,2,13,44,564,3,0,150,0,153,974.0,March,2025,False,crime-statistics-march-2025.pdf
Rajshahi Range,7.0,10,21,4,0.0,271,5,4,8,79,930,6,11,485,12,514,1853.0,March,2025,False,crime-statistics-march-2025.pdf
Rangpur Range,2.0,10,26,0,0.0,218,7,1,6,80,795,1,1,395,4,401,1546.0,March,2025,False,crime-statistics-march-2025.pdf
Railway Range,0.0,3,0,1,0.0,0,1,0,0,15,20,0,0,31,4,35,75.0,March,2025,False,crime-statistics-march-2025.pdf
Total,60.0,171,316,90,16.0,2054,83,96,206,866,7849,131,29,4075,198,4433,16240.0,March,2025,False,crime-statistics-march-2025.pdf
DMP,6.0,46,38,18,9.0,142,18,7,36,117,638,8,1,474,8,491,1566.0,February,2025,False,crime-statistics-february-2025.pdf
CMP,1.0,10,3,5,0.0,23,5,4,11,22,114,4,0,101,1,106,304.0,February,2025,False,crime-statistics-february-2025.pdf
KMP,0.0,1,1,0,0.0,7,3,0,2,14,45,1,0,74,0,75,148.0,February,2025,False,crime-statistics-february-2025.pdf
RMP,1.0,5,4,0,1.0,6,2,0,2,7,53,2,2,91,0,95,176.0,February,2025,False,crime-statistics-february-2025.pdf
BMP,1.0,0,2,0,0.0,17,0,0,4,5,47,0,0,24,0,24,100.0,February,2025,False,crime-statistics-february-2025.pdf
SMP,0.0,3,3,1,0.0,5,0,0,2,6,58,1,4,37,25,67,145.0,February,2025,False,crime-statistics-february-2025.pdf
RPMP,0.0,2,0,0,0.0,10,0,0,0,8,26,1,0,17,0,18,64.0,February,2025,False,crime-statistics-february-2025.pdf
GMP,1.0,1,8,0,0.0,20,6,0,2,12,93,2,5,59,0,66,209.0,February,2025,False,crime-statistics-february-2025.pdf
Dhaka Range,25.0,25,66,8,0.0,229,10,7,37,111,1051,13,0,563,1,577,2146.0,February,2025,False,crime-statistics-february-2025.pdf
Mymensingh Range,1.0,4,19,10,0.0,94,3,1,6,35,372,2,0,207,38,247,792.0,February,2025,False,crime-statistics-february-2025.pdf
Chittagong Range,13.0,14,50,11,0.0,171,10,5,43,75,896,32,4,601,25,662,1950.0,February,2025,False,crime-statistics-february-2025.pdf
Sylhet Range,2.0,6,13,3,0.0,79,1,5,4,50,385,1,0,103,23,127,675.0,February,2025,False,crime-statistics-february-2025.pdf
Khulna Range,2.0,11,22,2,0.0,140,2,1,18,60,591,12,7,315,8,342,1191.0,February,2025,False,crime-statistics-february-2025.pdf
Barishal Range,6.0,4,16,18,0.0,120,5,2,14,25,435,0,0,125,0,125,770.0,February,2025,False,crime-statistics-february-2025.pdf
Rajshahi Range,11.0,11,30,5,0.0,196,5,4,8,47,602,15,12,418,6,451,1370.0,February,2025,False,crime-statistics-february-2025.pdf
Rangpur Range,4.0,6,23,2,0.0,171,8,1,4,69,644,7,2,408,8,425,1357.0,February,2025,False,crime-statistics-february-2025.pdf
Railway Range,0.0,4,2,0,0.0,0,0,0,0,10,8,0,0,15,0,15,39.0,February,2025,False,crime-statistics-february-2025.pdf
Total,74.0,153,300,83,10.0,1430,78,37,193,673,6058,101,37,3632,143,3913,13002.0,February,2025,False,crime-statistics-february-2025.pdf
DMP,8.0,54,36,24,7.0,127,31,10,60,146,679,12,5,583,9,609,1791.0,January,2025,False,crime-statistics-january-2025.pdf
CMP,2.0,7,3,7,0.0,26,5,4,12,28,120,3,0,152,2,157,371.0,January,2025,False,crime-statistics-january-2025.pdf
KMP,2.0,1,2,3,0.0,19,2,0,0,14,47,4,0,83,1,88,178.0,January,2025,False,crime-statistics-january-2025.pdf
RMP,1.0,0,2,0,0.0,12,1,1,4,5,51,1,1,87,0,89,166.0,January,2025,False,crime-statistics-january-2025.pdf
BMP,0.0,0,3,0,1.0,14,0,1,10,8,49,0,1,45,0,46,132.0,January,2025,False,crime-statistics-january-2025.pdf
SMP,0.0,1,0,5,0.0,7,0,0,7,20,60,0,3,25,18,46,146.0,January,2025,False,crime-statistics-january-2025.pdf
RPMP,0.0,2,1,0,0.0,4,5,0,0,7,32,1,2,20,0,23,74.0,January,2025,False,crime-statistics-january-2025.pdf
GMP,2.0,9,5,2,0.0,25,2,1,7,10,116,6,0,72,0,78,257.0,January,2025,False,crime-statistics-january-2025.pdf
Dhaka Range,24.0,31,76,4,0.0,229,16,5,44,106,1092,15,8,725,3,751,2378.0,January,2025,False,crime-statistics-january-2025.pdf
Mymensingh Range,4.0,2,13,11,0.0,85,5,2,7,46,427,3,0,234,28,265,867.0,January,2025,False,crime-statistics-january-2025.pdf
Chittagong Range,8.0,27,51,11,0.0,191,16,5,50,92,970,45,4,703,26,778,2199.0,January,2025,False,crime-statistics-january-2025.pdf
Sylhet Range,5.0,6,21,2,0.0,56,3,3,5,39,392,1,0,151,27,179,711.0,January,2025,False,crime-statistics-january-2025.pdf
Khulna Range,4.0,10,28,5,0.0,153,3,0,17,79,637,15,1,390,7,413,1349.0,January,2025,False,crime-statistics-january-2025.pdf
Barishal Range,4.0,2,12,12,0.0,98,3,3,15,40,515,3,2,138,0,143,847.0,January,2025,False,crime-statistics-january-2025.pdf
Rajshahi Range,4.0,12,22,5,0.0,200,9,1,10,73,670,16,8,532,13,569,1575.0,January,2025,False,crime-statistics-january-2025.pdf
Rangpur Range,3.0,6,19,0,0.0,194,4,2,14,67,730,4,0,423,7,434,1473.0,January,2025,False,crime-statistics-january-2025.pdf
Railway Range,0.0,1,0,0,0.0,0,0,0,0,17,16,0,0,23,1,24,58.0,January,2025,False,crime-statistics-january-2025.pdf
Total,71.0,171,294,91,8.0,1440,105,38,262,797,6603,129,35,4386,142,4692,14572.0,January,2025,False,crime-statistics-january-2025.pdf
DMP,1.0,25,11,18,0.0,110,8,5,63,141,458,5,6,865,9,885,1725.0,January,2024,False,crime-statistics-2024.pdf
CMP,0.0,5,5,6,1.0,30,4,0,15,31,128,4,0,191,2,197,422.0,January,2024,False,crime-statistics-2024.pdf
KMP,0.0,1,2,2,0.0,3,0,0,3,8,28,3,0,125,1,129,176.0,January,2024,False,crime-statistics-2024.pdf
RMP,0.0,4,1,2,0.0,8,0,1,2,6,53,1,1,163,0,165,242.0,January,2024,False,crime-statistics-2024.pdf
BMP,0.0,2,1,6,0.0,12,1,1,2,5,42,1,0,48,0,49,121.0,January,2024,False,crime-statistics-2024.pdf
SMP,1.0,1,1,3,0.0,12,0,1,5,9,52,2,0,42,9,53,138.0,January,2024,False,crime-statistics-2024.pdf
RPMP,0.0,0,1,1,0.0,4,5,0,0,6,28,0,0,71,1,72,117.0,January,2024,False,crime-statistics-2024.pdf
GMP,4.0,1,11,4,0.0,22,5,2,5,5,90,0,1,87,0,88,237.0,January,2024,False,crime-statistics-2024.pdf
Dhaka Range,13.0,29,59,7,0.0,194,6,10,38,93,893,10,3,824,1,838,2180.0,January,2024,False,crime-statistics-2024.pdf
Mymensingh Range,0.0,4,14,9,0.0,84,4,6,7,42,404,1,0,234,27,262,836.0,January,2024,False,crime-statistics-2024.pdf
Chittagong Range,5.0,16,34,9,0.0,128,9,10,27,115,800,52,8,795,26,881,2034.0,January,2024,False,crime-statistics-2024.pdf
Sylhet Range,1.0,7,15,5,0.0,22,1,1,6,55,284,1,0,89,23,113,510.0,January,2024,False,crime-statistics-2024.pdf
Khulna Range,0.0,5,23,4,0.0,71,1,2,15,59,559,9,7,561,8,585,1324.0,January,2024,False,crime-statistics-2024.pdf
Barishal Range,1.0,0,15,7,0.0,95,2,0,23,25,369,3,0,179,1,183,720.0,January,2024,False,crime-statistics-2024.pdf
Rajshahi Range,1.0,11,26,8,0.0,130,1,3,4,77,719,29,17,867,20,933,1913.0,January,2024,False,crime-statistics-2024.pdf
Rangpur Range,2.0,2,11,1,0.0,117,4,1,13,60,655,0,0,436,5,441,1307.0,January,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,1,1,0,0.0,1,0,0,0,12,11,0,0,15,0,15,41.0,January,2024,False,crime-statistics-2024.pdf
Total,29.0,114,231,92,1.0,1043,51,43,228,749,5573,121,43,5592,133,5889,14043.0,January,2024,False,crime-statistics-2024.pdf
DMP,2.0,26,4,21,0.0,114,9,4,51,134,576,5,1,800,22,828,1769.0,February,2024,False,crime-statistics-2024.pdf
CMP,2.0,11,4,13,0.0,35,3,2,15,31,167,5,0,228,3,236,519.0,February,2024,False,crime-statistics-2024.pdf
KMP,1.0,0,0,0,0.0,11,0,1,7,14,36,3,0,148,0,151,221.0,February,2024,False,crime-statistics-2024.pdf
RMP,1.0,2,0,3,0.0,15,1,0,6,17,52,0,0,138,0,138,235.0,February,2024,False,crime-statistics-2024.pdf
BMP,0.0,0,0,3,0.0,10,1,1,6,10,48,0,0,46,2,48,127.0,February,2024,False,crime-statistics-2024.pdf
SMP,1.0,0,0,6,0.0,22,0,1,2,9,62,0,0,30,8,38,141.0,February,2024,False,crime-statistics-2024.pdf
RPMP,0.0,1,1,0,0.0,8,1,0,0,12,33,1,0,61,0,62,118.0,February,2024,False,crime-statistics-2024.pdf
GMP,1.0,6,10,0,0.0,32,1,1,9,8,83,2,1,105,1,109,260.0,February,2024,False,crime-statistics-2024.pdf
Dhaka Range,9.0,27,54,23,0.0,252,10,9,32,115,981,12,1,1002,5,1020,2532.0,February,2024,False,crime-statistics-2024.pdf
Mymensingh Range,0.0,4,14,1,0.0,124,1,1,5,39,444,0,0,294,21,315,948.0,February,2024,False,crime-statistics-2024.pdf
Chittagong Range,5.0,15,52,9,0.0,156,5,7,26,121,924,47,1,791,21,860,2180.0,February,2024,False,crime-statistics-2024.pdf
Sylhet Range,5.0,4,25,3,0.0,57,0,3,5,54,313,1,0,122,33,156,625.0,February,2024,False,crime-statistics-2024.pdf
Khulna Range,1.0,8,19,10,2.0,104,3,4,17,61,595,15,1,686,10,712,1536.0,February,2024,False,crime-statistics-2024.pdf
Barishal Range,1.0,4,12,6,0.0,133,1,1,13,35,372,0,1,187,0,188,766.0,February,2024,False,crime-statistics-2024.pdf
Rajshahi Range,1.0,9,23,7,0.0,164,5,1,9,77,729,37,4,986,16,1043,2068.0,February,2024,False,crime-statistics-2024.pdf
Rangpur Range,3.0,3,17,3,0.0,134,2,1,17,71,692,0,0,434,5,439,1382.0,February,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,1,5,0,0.0,0,0,0,0,12,25,1,0,18,1,20,63.0,February,2024,False,crime-statistics-2024.pdf
Total,33.0,121,240,108,2.0,1371,43,37,220,820,6132,129,10,6076,148,6363,15490.0,February,2024,False,crime-statistics-2024.pdf
DMP,1.0,28,18,28,0.0,127,7,2,53,163,798,8,1,835,22,866,2091.0,March,2024,False,crime-statistics-2024.pdf
CMP,0.0,11,6,8,0.0,33,4,2,13,34,172,5,0,164,9,178,461.0,March,2024,False,crime-statistics-2024.pdf
KMP,0.0,2,0,0,0.0,11,1,1,5,14,39,0,0,138,0,138,211.0,March,2024,False,crime-statistics-2024.pdf
RMP,0.0,0,0,0,0.0,11,2,2,4,13,59,0,0,145,0,145,236.0,March,2024,False,crime-statistics-2024.pdf
BMP,0.0,0,0,4,0.0,11,0,1,5,6,72,0,0,53,1,54,153.0,March,2024,False,crime-statistics-2024.pdf
SMP,0.0,1,3,6,0.0,17,1,1,8,8,67,0,0,35,10,45,157.0,March,2024,False,crime-statistics-2024.pdf
RPMP,0.0,0,0,0,0.0,7,3,0,0,8,50,1,0,57,0,58,126.0,March,2024,False,crime-statistics-2024.pdf
GMP,2.0,5,1,1,0.0,23,4,0,7,18,110,0,0,104,2,106,277.0,March,2024,False,crime-statistics-2024.pdf
Dhaka Range,11.0,32,60,23,2.0,247,3,8,39,108,1179,12,10,1007,1,1030,2742.0,March,2024,False,crime-statistics-2024.pdf
Mymensingh Range,0.0,2,23,2,0.0,115,3,2,3,55,525,1,0,275,27,303,1033.0,March,2024,False,crime-statistics-2024.pdf
Chittagong Range,6.0,30,33,8,4.0,151,11,5,29,122,1208,50,2,775,29,856,2463.0,March,2024,False,crime-statistics-2024.pdf
Sylhet Range,2.0,4,17,2,0.0,58,1,7,10,54,395,1,0,100,46,147,697.0,March,2024,False,crime-statistics-2024.pdf
Khulna Range,0.0,7,17,9,0.0,139,1,0,17,73,672,10,5,666,13,694,1629.0,March,2024,False,crime-statistics-2024.pdf
Barishal Range,2.0,2,15,11,0.0,150,0,2,10,26,507,1,2,215,0,218,943.0,March,2024,False,crime-statistics-2024.pdf
Rajshahi Range,1.0,6,25,4,0.0,205,5,6,5,87,874,38,4,1161,28,1231,2449.0,March,2024,False,crime-statistics-2024.pdf
Rangpur Range,0.0,7,20,4,0.0,203,5,4,9,63,703,1,0,535,4,540,1558.0,March,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,1,1,0,0.0,1,0,0,0,13,14,0,0,24,0,24,54.0,March,2024,False,crime-statistics-2024.pdf
Total,25.0,138,239,110,6.0,1509,51,43,217,865,7444,128,24,6289,192,6633,17280.0,March,2024,False,crime-statistics-2024.pdf
DMP,3.0,15,14,24,0.0,149,4,4,69,140,628,4,2,623,6,635,1685.0,April,2024,False,crime-statistics-2024.pdf
CMP,0.0,12,9,4,0.0,37,4,3,12,37,149,1,0,132,10,143,410.0,April,2024,False,crime-statistics-2024.pdf
KMP,0.0,0,1,1,0.0,6,1,2,6,10,44,1,2,119,2,124,195.0,April,2024,False,crime-statistics-2024.pdf
RMP,0.0,2,0,0,0.0,21,0,2,0,14,58,0,0,141,2,143,240.0,April,2024,False,crime-statistics-2024.pdf
BMP,0.0,2,2,2,0.0,23,0,2,7,10,76,0,0,45,0,45,169.0,April,2024,False,crime-statistics-2024.pdf
SMP,0.0,0,2,5,0.0,17,0,3,6,11,70,0,0,35,13,48,162.0,April,2024,False,crime-statistics-2024.pdf
RPMP,0.0,0,2,3,0.0,9,5,1,0,9,49,0,0,38,0,38,116.0,April,2024,False,crime-statistics-2024.pdf
GMP,0.0,5,5,4,0.0,30,4,2,12,12,82,1,0,92,0,93,249.0,April,2024,False,crime-statistics-2024.pdf
Dhaka Range,13.0,18,75,24,0.0,281,9,18,25,103,1263,6,4,826,2,838,2667.0,April,2024,False,crime-statistics-2024.pdf
Mymensingh Range,0.0,2,30,8,0.0,108,2,4,3,42,579,1,0,285,39,325,1103.0,April,2024,False,crime-statistics-2024.pdf
Chittagong Range,10.0,24,54,4,3.0,194,13,13,34,128,1256,49,0,623,13,685,2418.0,April,2024,False,crime-statistics-2024.pdf
Sylhet Range,0.0,2,23,8,0.0,59,1,4,9,53,461,1,0,84,30,115,735.0,April,2024,False,crime-statistics-2024.pdf
Khulna Range,2.0,2,18,14,0.0,129,3,4,9,58,744,11,3,618,14,646,1629.0,April,2024,False,crime-statistics-2024.pdf
Barishal Range,0.0,3,11,5,0.0,130,1,2,9,28,565,1,0,176,2,179,933.0,April,2024,False,crime-statistics-2024.pdf
Rajshahi Range,0.0,7,20,11,0.0,218,4,9,7,78,955,40,6,982,41,1069,2378.0,April,2024,False,crime-statistics-2024.pdf
Rangpur Range,1.0,2,30,3,0.0,211,4,6,12,73,894,1,0,432,8,441,1677.0,April,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,1,0,0,0.0,1,0,0,0,6,32,0,0,13,0,13,53.0,April,2024,False,crime-statistics-2024.pdf
Total,29.0,97,296,120,3.0,1623,55,79,220,812,7905,117,17,5264,182,5580,16819.0,April,2024,False,crime-statistics-2024.pdf
DMP,2.0,19,16,23,0.0,172,7,10,65,194,654,2,5,738,19,764,1926.0,May,2024,False,crime-statistics-2024.pdf
CMP,1.0,7,7,2,0.0,57,4,1,18,29,142,1,1,179,5,186,454.0,May,2024,False,crime-statistics-2024.pdf
KMP,0.0,1,4,0,0.0,25,0,0,1,10,46,2,0,126,2,130,217.0,May,2024,False,crime-statistics-2024.pdf
RMP,0.0,6,1,1,0.0,17,3,1,5,12,61,0,0,141,0,141,248.0,May,2024,False,crime-statistics-2024.pdf
BMP,0.0,0,2,0,0.0,17,1,0,5,4,76,0,0,50,0,50,155.0,May,2024,False,crime-statistics-2024.pdf
SMP,1.0,0,2,4,0.0,20,2,0,7,8,64,0,0,46,11,57,165.0,May,2024,False,crime-statistics-2024.pdf
RPMP,0.0,0,1,1,0.0,9,4,0,0,3,43,0,0,67,1,68,129.0,May,2024,False,crime-statistics-2024.pdf
GMP,4.0,5,8,0,0.0,31,2,1,3,17,101,1,0,124,0,125,297.0,May,2024,False,crime-statistics-2024.pdf
Dhaka Range,11.0,29,51,19,0.0,323,7,7,39,88,1183,12,5,887,7,911,2668.0,May,2024,False,crime-statistics-2024.pdf
Mymensingh Range,0.0,4,19,5,0.0,122,2,3,6,39,415,3,0,252,32,287,902.0,May,2024,False,crime-statistics-2024.pdf
Chittagong Range,4.0,14,53,13,0.0,181,4,6,28,88,1039,45,0,665,31,741,2171.0,May,2024,False,crime-statistics-2024.pdf
Sylhet Range,2.0,3,15,3,0.0,57,0,3,9,33,359,4,1,114,26,145,629.0,May,2024,False,crime-statistics-2024.pdf
Khulna Range,2.0,6,32,7,0.0,134,2,2,14,48,729,4,4,555,6,569,1545.0,May,2024,False,crime-statistics-2024.pdf
Barishal Range,0.0,1,8,11,0.0,152,0,2,7,17,434,2,2,151,0,155,787.0,May,2024,False,crime-statistics-2024.pdf
Rajshahi Range,3.0,13,21,5,0.0,227,8,6,2,67,861,34,0,892,30,956,2169.0,May,2024,False,crime-statistics-2024.pdf
Rangpur Range,1.0,2,19,3,0.0,222,4,1,10,56,715,0,0,449,9,458,1491.0,May,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,5,0,1,0.0,1,0,0,0,13,23,2,0,11,2,15,58.0,May,2024,False,crime-statistics-2024.pdf
Total,31.0,115,259,98,0.0,1767,50,43,219,726,6945,112,18,5447,181,5758,16011.0,May,2024,False,crime-statistics-2024.pdf
DMP,3.0,16,13,26,0.0,147,3,1,80,191,552,4,1,568,7,580,1612.0,June,2024,False,crime-statistics-2024.pdf
CMP,0.0,8,8,9,1.0,31,1,0,8,29,118,1,0,152,1,154,367.0,June,2024,False,crime-statistics-2024.pdf
KMP,0.0,0,4,2,0.0,14,0,1,4,12,33,1,0,110,0,111,181.0,June,2024,False,crime-statistics-2024.pdf
RMP,0.0,4,0,0,0.0,23,0,3,6,12,65,1,0,143,3,147,260.0,June,2024,False,crime-statistics-2024.pdf
